Year,Quarter,Type of application,Institution type group,Geographical region,Nationality, Applications 
2010,2010 Q2,Visa,Higher Education institution,Asia South East,Malaysia,222
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Mali,1
2010,2010 Q2,Visa,Higher Education institution,Africa North,Mauritania,3
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Mauritius,12
2010,2010 Q2,Visa,Higher Education institution,America Central and South,Mexico,38
2010,2010 Q2,Visa,Higher Education institution,Asia East,Mongolia,2
2010,2010 Q2,Visa,Higher Education institution,Europe Other,Montenegro,2
2010,2010 Q2,Visa,Higher Education institution,Africa North,Morocco,5
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Mozambique,4
2010,2010 Q2,Visa,Higher Education institution,Asia South East,Myanmar (Burma),2
2010,2010 Q2,Visa,Higher Education institution,Asia South,Nepal,4
2010,2010 Q2,Visa,Higher Education institution,Oceania,New Zealand,7
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Nigeria,159
2010,2010 Q2,Visa,Higher Education institution,Asia East,North Korea,11
2010,2010 Q2,Visa,Higher Education institution,Europe Other,North Macedonia,2
2010,2010 Q2,Visa,Higher Education institution,Middle East,Occupied Palestinian Territories,9
2010,2010 Q2,Visa,Higher Education institution,Middle East,Oman,16
2010,2010 Q2,Visa,Higher Education institution,Other,Other and unknown,3
2010,2010 Q2,Visa,Higher Education institution,Asia South,Pakistan,170
2010,2010 Q2,Visa,Higher Education institution,America Central and South,Panama,1
2010,2010 Q2,Visa,Higher Education institution,America Central and South,Peru,16
2010,2010 Q2,Visa,Higher Education institution,Asia South East,Philippines,211
2010,2010 Q2,Visa,Higher Education institution,Middle East,Qatar,7
2010,2010 Q2,Visa,Higher Education institution,Europe Other,Russia,63
2010,2010 Q2,Visa,Higher Education institution,Middle East,Saudi Arabia,562
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Senegal,1
2010,2010 Q2,Visa,Higher Education institution,Europe Other,Serbia,5
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Seychelles,1
2010,2010 Q2,Visa,Higher Education institution,Asia South East,Singapore,35
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,South Africa,14
2010,2010 Q2,Visa,Higher Education institution,Asia East,South Korea,259
2010,2010 Q2,Visa,Higher Education institution,Asia South,Sri Lanka,155
2010,2010 Q2,Visa,Higher Education institution,America Central and South,St Lucia,2
2010,2010 Q2,Visa,Higher Education institution,Africa North,Sudan,10
2010,2010 Q2,Visa,Higher Education institution,Middle East,Syria,20
2010,2010 Q2,Visa,Higher Education institution,Asia East,Taiwan,788
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Tanzania,13
2010,2010 Q2,Visa,Higher Education institution,Asia South East,Thailand,962
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Togo,1
2010,2010 Q2,Visa,Higher Education institution,America Central and South,Trinidad and Tobago,16
2010,2010 Q2,Visa,Higher Education institution,Africa North,Tunisia,2
2010,2010 Q2,Visa,Higher Education institution,Europe Other,Turkey,163
2010,2010 Q2,Visa,Higher Education institution,Asia Central,Turkmenistan,8
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Uganda,18
2010,2010 Q2,Visa,Higher Education institution,Europe Other,Ukraine,14
2010,2010 Q2,Visa,Higher Education institution,Middle East,United Arab Emirates,43
2010,2010 Q2,Visa,Higher Education institution,America North,United States,363
2010,2010 Q2,Visa,Higher Education institution,Asia Central,Uzbekistan,1
2010,2010 Q2,Visa,Higher Education institution,America Central and South,Venezuela,11
2010,2010 Q2,Visa,Higher Education institution,Asia South East,Vietnam,94
2010,2010 Q2,Visa,Higher Education institution,Middle East,Yemen,6
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Zambia,5
2010,2010 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Zimbabwe,10
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia Central,Afghanistan,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,Albania,4
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa North,Algeria,8
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Angola,8
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Argentina,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Oceania,Australia,11
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,Azerbaijan,3
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,"Bahamas, The",2
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South,Bangladesh,207
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,Belarus,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Benin,2
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Bolivia,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Botswana,4
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Brazil,22
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South East,Brunei,3
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Burundi,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Cameroon,19
2010,2010 Q2,Extensions of stay,Higher Education institution,America North,Canada,18
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Cape Verde,1
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Chile,5
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia East,China,821
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Colombia,21
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Congo,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Congo (Democratic Republic),2
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Costa Rica,1
2010,2010 Q2,Extensions of stay,Higher Education institution,EU Other,Croatia,2
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Cuba,1
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Ecuador,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa North,Egypt,33
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,El Salvador,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Equatorial Guinea,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Eswatini,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,"Gambia, The",6
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,Georgia,3
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Ghana,45
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Guinea,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia East,Hong Kong,10
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South,India,991
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South East,Indonesia,14
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Iran,117
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Iraq,25
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Israel,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Ivory Coast,2
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Jamaica,8
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia East,Japan,51
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Jordan,29
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia Central,Kazakhstan,7
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Kenya,27
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,Kosovo,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Kuwait,13
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Lebanon,13
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Liberia,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa North,Libya,156
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia East,Macau,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Malawi,9
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South East,Malaysia,103
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South,Maldives,3
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Mali,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Mauritius,18
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Mexico,38
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,Moldova,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia East,Mongolia,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa North,Morocco,5
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Mozambique,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South East,Myanmar (Burma),10
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Namibia,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South,Nepal,33
2010,2010 Q2,Extensions of stay,Higher Education institution,Oceania,New Zealand,6
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Niger,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Nigeria,458
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia East,North Korea,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,North Macedonia,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Occupied Palestinian Territories,3
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Oman,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Other,Other and unknown,3
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South,Pakistan,447
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Peru,5
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South East,Philippines,25
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Qatar,3
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,Russia,28
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Saudi Arabia,454
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Senegal,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,Serbia,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Sierra Leone,7
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South East,Singapore,9
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Somalia,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,South Africa,9
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia East,South Korea,78
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South,Sri Lanka,144
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa North,Sudan,8
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Syria,21
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia East,Taiwan,42
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Tanzania,20
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South East,Thailand,114
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Togo,1
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Trinidad and Tobago,4
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa North,Tunisia,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,Turkey,37
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia Central,Turkmenistan,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Uganda,19
2010,2010 Q2,Extensions of stay,Higher Education institution,Europe Other,Ukraine,10
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,United Arab Emirates,3
2010,2010 Q2,Extensions of stay,Higher Education institution,America North,United States,81
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Uruguay,1
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia Central,Uzbekistan,8
2010,2010 Q2,Extensions of stay,Higher Education institution,America Central and South,Venezuela,5
2010,2010 Q2,Extensions of stay,Higher Education institution,Asia South East,Vietnam,28
2010,2010 Q2,Extensions of stay,Higher Education institution,Middle East,Yemen,2
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Zambia,5
2010,2010 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Zimbabwe,12
2010,2010 Q2,Visa,All other institutions,Asia Central,Afghanistan,94
2010,2010 Q2,Visa,All other institutions,Europe Other,Albania,28
2010,2010 Q2,Visa,All other institutions,Africa North,Algeria,60
2010,2010 Q2,Visa,All other institutions,Africa Sub-Saharan,Angola,10
2010,2010 Q2,Visa,All other institutions,America Central and South,Argentina,15
2010,2010 Q2,Visa,All other institutions,Europe Other,Armenia,3
2010,2010 Q2,Visa,All other institutions,Oceania,Australia,30
2010,2010 Q2,Visa,All other institutions,Europe Other,Azerbaijan,6
2010,2010 Q2,Visa,All other institutions,Middle East,Bahrain,8
2010,2010 Q2,Visa,All other institutions,Asia South,Bangladesh,26
2010,2010 Q2,Visa,All other institutions,America Central and South,Barbados,5
2010,2010 Q2,Visa,All other institutions,Europe Other,Belarus,8
2010,2010 Q2,Visa,All other institutions,Africa Sub-Saharan,Benin,3
2010,2010 Q2,Visa,All other institutions,Asia South,Bhutan,3
2010,2010 Q2,Visa,All other institutions,America Central and South,Bolivia,9
2010,2010 Q2,Visa,All other institutions,Europe Other,Bosnia and Herzegovina,4
2010,2010 Q2,Visa,All other institutions,Africa Sub-Saharan,Botswana,5
2010,2010 Q2,Visa,All other institutions,America Central and South,Brazil,531
2010,2010 Q2,Visa,All other institutions,Asia South East,Brunei,9
2010,2010 Q2,Visa,All other institutions,Africa Sub-Saharan,Burkina Faso,1
2010,2010 Q2,Visa,All other institutions,Africa Sub-Saharan,Burundi,1
2010,2010 Q2,Visa,All other institutions,Asia South East,Cambodia,7
2010,2010 Q2,Visa,All other institutions,Africa Sub-Saharan,Cameroon,109
2010,2010 Q2,Visa,All other institutions,America North,Canada,62
2010,2010 Q2,Visa,All other institutions,America Central and South,Chile,18
2010,2010 Q2,Visa,All other institutions,Asia East,China,1693
