Year,Quarter,Type_of_application,Category_of_leave,Geographical_region,Nationality,Applications
2010,2010 Q1,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Zimbabwe,104
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Oceania,Australia,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Brazil,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),America North,Canada,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,China,4
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Colombia,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Costa Rica,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Africa North,Egypt,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ghana,2
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Honduras,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,India,20
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Israel,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Japan,3
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Korea (South),4
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Africa North,Libya,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Malawi,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Other,Other and unknown,2
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,Pakistan,2
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Peru,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Russia,2
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,South Africa,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,Sri Lanka,2
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Tanzania,3
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Ukraine,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),America North,United States,13
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Venezuela,1
2010,2010 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zimbabwe,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Albania,2
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa North,Algeria,8
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Angola,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Antigua and Barbuda,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Argentina,21
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Armenia,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Oceania,Australia,293
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Azerbaijan,5
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,"Bahamas, The",1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Bahrain,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South,Bangladesh,70
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Barbados,6
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Belarus,5
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Benin,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Bolivia,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Botswana,7
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Brazil,77
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South East,Brunei,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Burkina,2
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South East,Burma,6
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Cameroon,6
2010,2010 Q2,Visa,Worker (Previously Tier 2),America North,Canada,201
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Chile,10
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia East,China,377
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Colombia,18
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Costa Rica,2
2010,2010 Q2,Visa,Worker (Previously Tier 2),EU Other,Croatia,15
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Cuba,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Ecuador,5
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa North,Egypt,59
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Ethiopia,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,"Gambia, The",1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Georgia,3
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Ghana,12
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Guatemala,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Guyana,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Honduras,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia East,Hong Kong,17
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South,India,6282
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South East,Indonesia,28
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Iran,23
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Iraq,2
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Israel,30
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Jamaica,4
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia East,Japan,371
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Jordan,5
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia Central,Kazakhstan,22
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Kenya,14
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia East,Korea (South),61
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Kosovo,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Kuwait,4
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia Central,Kyrgyzstan,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Lebanon,28
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Lesotho,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa North,Libya,2
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Macedonia,4
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South East,Malaysia,104
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Mauritius,15
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Mexico,25
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Moldova,7
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia East,Mongolia,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa North,Morocco,34
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Namibia,2
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South,Nepal,79
2010,2010 Q2,Visa,Worker (Previously Tier 2),Oceania,New Zealand,79
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Nicaragua,2
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Nigeria,47
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Occupied Palestinian Territories,3
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Oman,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Other,Other and unknown,15
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South,Pakistan,183
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Peru,9
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South East,Philippines,296
2010,2010 Q2,Visa,Worker (Previously Tier 2),Other,Refugee,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Russia,134
2010,2010 Q2,Visa,Worker (Previously Tier 2),Oceania,Samoa,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Saudi Arabia,15
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Serbia,16
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South East,Singapore,65
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,South Africa,164
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South,Sri Lanka,68
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,St. Vincent and the Grenadines,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa North,Sudan,18
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Syria,4
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia East,Taiwan,18
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia Central,Tajikistan,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Tanzania,2
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South East,Thailand,67
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Togo,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Trinidad and Tobago,13
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa North,Tunisia,7
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Turkey,91
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Uganda,3
2010,2010 Q2,Visa,Worker (Previously Tier 2),Europe Other,Ukraine,61
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,United Arab Emirates,2
2010,2010 Q2,Visa,Worker (Previously Tier 2),America North,United States,1475
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Uruguay,4
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia Central,Uzbekistan,4
2010,2010 Q2,Visa,Worker (Previously Tier 2),America Central and South,Venezuela,17
2010,2010 Q2,Visa,Worker (Previously Tier 2),Asia South East,Vietnam,15
2010,2010 Q2,Visa,Worker (Previously Tier 2),Middle East,Yemen,1
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Zambia,5
2010,2010 Q2,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Zimbabwe,33
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Albania,10
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa North,Algeria,4
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Angola,14
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Argentina,472
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Armenia,5
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Oceania,Australia,338
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Azerbaijan,10
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South,Bangladesh,15
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Barbados,2
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Belarus,22
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Belize,2
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Benin,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Bolivia,12
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Bosnia and Herzegovina,3
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Botswana,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Brazil,199
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South East,Brunei,2
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Burkina,7
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South East,Burma,3
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Burundi,4
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Cameroon,4
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America North,Canada,623
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Cape Verde,9
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Chile,35
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia East,China,139
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Colombia,44
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Comoros,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Congo (Democratic Republic),27
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Costa Rica,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),EU Other,Croatia,31
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Cuba,35
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Dominica,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Dominican Republic,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Ecuador,4
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa North,Egypt,26
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,El Salvador,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Eritrea,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ethiopia,7
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,"Gambia, The",1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Georgia,13
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ghana,42
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Guinea,7
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Haiti,16
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia East,Hong Kong,20
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),EU 8,Hungary,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South,India,832
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South East,Indonesia,26
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Middle East,Iran,13
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Middle East,Iraq,3
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),EU 14,Ireland,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Middle East,Israel,97
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ivory Coast,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Jamaica,147
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia East,Japan,266
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Middle East,Jordan,4
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia Central,Kazakhstan,6
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Kenya,21
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia East,Korea (North),2
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia East,Korea (South),85
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia Central,Kyrgyzstan,3
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Middle East,Lebanon,55
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Lesotho,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa North,Libya,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Macedonia,7
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Madagascar,4
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Malawi,5
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South East,Malaysia,13
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mali,17
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mauritius,2
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Mexico,39
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Moldova,5
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia East,Mongolia,3
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Montenegro,2
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa North,Morocco,8
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mozambique,12
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Namibia,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South,Nepal,10
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Oceania,New Zealand,59
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Nicaragua,3
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Nigeria,108
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Norway,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Middle East,Occupied Palestinian Territories,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Middle East,Oman,5
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Other,Other and unknown,7
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South,Pakistan,156
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Panama,3
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Paraguay,5
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,Peru,5
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South East,Philippines,36
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America North,Puerto Rico,3
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Middle East,Qatar,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Russia,575
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Rwanda,3
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Oceania,Samoa,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Middle East,Saudi Arabia,10
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Senegal,10
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Europe Other,Serbia,44
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Seychelles,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Sierra Leone,5
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South East,Singapore,18
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,South Africa,144
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Asia South,Sri Lanka,63
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),America Central and South,St. Vincent and the Grenadines,1
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Africa North,Sudan,4
2010,2010 Q2,Visa,Temporary Worker (Previously Tier 5),Middle East,Syria,22
